NPO,服務項目,服務對象,網站,電子郵件,聯絡電話,所在縣市,聯絡人
財團法人中華啟能基金會附設春暉啟能中心,職業訓練、就業輔導、社會教育、推廣教育、收容安置、日間照顧、權益倡導、志願服務、緊急庇護、關懷訪視,身心障礙,http://www.spris.org.tw,spris@ms37.hinet.net,02 29774848,新北市,李雪瑛
財團法人中華基督教伯特利會總會附設花蓮縣私立長榮養護院,生活層面之支持與重建、心理層面之支持、重建、諮商、臨時托育服務-非身障者、照顧者支持與訓練、其他,老人,,egnh100@yahoo.com.tw,03-8420122,花蓮縣,陳喻萍
財團法人中華基督教碇內浸信會（傳愛社區服務中心）,社會教育、推廣教育、輔導諮商、自殺防治、安親課輔、親職教育、關懷訪視、其他,社區居民、原住民、家庭、老人、婦女、青少年、兒童,,lovejesus@seed.net.tw,02-2457-8155,基隆市,宣承義牧師
財團法人中華基督教福音信義傳道會,,,http://www.sh423.org.tw/index.asp,syhomeservice99@gmail.com,04-25871010,台中市,蔡佑岷
財團法人中華基督教福音信義傳道會附設台中縣私立信義老人養護中心,收容安置、日間照顧、安養服務、在宅服務、居家照顧、社區發展、送餐服務、康樂休閒,遊民、老人、身心障礙,http://www.sh423.org.tw,swchang@sh423.org.tw,04-25888225,台中市,張憲文
財團法人中華基督教衛理公會,心理層面之支持、重建、諮商、臨時托育服務-非身障者、就業服務、志工培訓、管理、諮詢服務和轉介,社區居民、家庭、老人、婦女、青少年、兒童、身心障礙,http://www.methodist.org.tw/,dreamgame117@gmail.com,08-8329016,屏東縣,林慧珍
財團法人中華民國兒童燙傷基金會,,,http://www.cbf.org.tw,cbf@ms.cbf.org.tw,02-25224690,台北市,柯玉珊
財團法人中華民國兒童福利聯盟文教基金會,生活層面之支持與重建、寄養、收出養服務、其他,家庭、兒童,http://www.children.org.tw/,children@cwlf.org.tw,02-25505959分機143,台北市,黃韻璇
財團法人中華民國唐氏症基金會,疾病或藥酒毒癮服務、休閒/體育及文化活動、照顧者支持與訓練、社會網絡與倡導,身心障礙,http://www.rocdown-syndrome.org.tw,down3578@ms.32.hinet.net,02-22789888,新北市,林美智
財團法人中華民國婦聯聽障文教基金會,教育輔導、志工培訓、管理,社區居民、組織專業、家庭、兒童、身心障礙,http://www.nwlhif.org.tw/,nwlhif@nwlhif.org.tw,02-28201825分機25,台北市,李冠瑋
財團法人中華民國發展遲緩兒童基金會,專業訓練、教育輔導、其他,組織專業、家庭、身心障礙,http://www.fcdd.org.tw,fcdd@ms47.hinet.net,02-27530855,台北市,董昱彤
財團法人中華民國自閉症基金會,專業訓練、教育輔導、照顧者支持與訓練、諮詢服務和轉介、社會網絡與倡導,組織專業、家庭、身心障礙,http://www.fact.org.tw,131@fact.org.tw,02-28323020分機11,台北市,劉增榮
財團法人人本教育文教基金會南部聯合辦公室,專業訓練、教育輔導、諮詢服務、社會宣導、志工培訓、管理,其他、社區居民、組織專業、家庭、青少年、兒童,http://hef.yam.org.tw,ally@hef.org.tw,07-7260833,高雄市,陳素慧
財團法人介惠社會福利慈善基金會,專業訓練、臨時及短期照顧-身障者、到宅服務,其他、原住民、組織專業、老人、婦女、青少年、身心障礙,http://www.jhf.org.tw/index.asp,mylian@jhf.org.tw,02-29125530,台北市,連美英
財團法人以琳基督徒中心,教育輔導、休閒/體育及文化活動、就業服務、職前準備及訓練、其他,家庭、青少年,http://www.elimyoung.org.tw,elimyoung＠seed.net.tw,02-25979310分機34,台北市,邱銘國
財團法人伊甸社會福利基金會,日間照顧、生活層面之支持與重建、到宅服務、就業服務、住宿服務,勞工、社區居民、組織專業、家庭、老人、婦女、青少年、兒童、身心障礙,http://www.eden.org.tw/,eden3570@mail.eden.org.tw,02-22307715分機293,台北市,高芝芳
財團法人伊甸社會福利基金會-花蓮分事務所,職業訓練、就業輔導、醫療協助、在宅服務、居家照顧、志願服務、輔具服務,其他、原住民、老人、婦女、身心障礙,http://www.eden.org.tw,yuhaw0525@hotmail.com,03-8311575,花蓮縣,曾博傑
財團法人伊甸社會福利基金會南投921庇護工場,職業訓練、就業輔導、收容安置、志願服務、輔具服務,老人、婦女、身心障礙,http://www.eden.org.tw,eden1595d@mail.eden.org.tw,049-2250307,南投縣,許偉欽社工員
財團法人伊甸社會福利基金會新竹分事務所,,,http://www.eden.org.tw,eden.123tw@yahoo.com.tw,03-5341078,新竹市,尹銘惠
財團法人伊甸社會福利基金會桃園縣分事務所,,,http://www.eden.org.tw,eden749v@.eden.org.tw,03-4947341~2分機21,桃園縣,葉美惠７８７
財團法人伊甸社會福利基金會辦理台北市一壽重殘養護中心,收容安置、安養服務,身心障礙,http://www.eden.org.tw,eden1779k@mail.eden.org.tw,22395646*219,台北市,黃毓芬
財團法人伊甸社會福利基金會辦理台北市北投老人服務中心,醫療協助、社會教育、推廣教育、在宅服務、居家照顧、經濟扶助、權益倡導、專業訓練、問安服務、康樂休閒、關懷訪視、健康維護、其他,組織專業、家庭、老人、身心障礙,http://www.eden.org.tw,eden1097L@mail.eden.org.tw,02-28969722分機13,台北市,侯靜雅組長
財團法人伊甸社會福利基金會辦理台北市萬芳啟能中心,職業訓練、就業輔導、日間照顧,身心障礙,,eden1270k@mail.eden.org.tw,22395646-125,台北市,張菁倫
財團法人伊甸社會福利基金會附設中區服務中心,職業訓練、就業輔導、社會教育、推廣教育、日間照顧、在宅服務、居家照顧、社區發展、經濟扶助、權益倡導、輔導諮商、自殺防治、早期療育、志願服務、專業訓練、親職教育、康樂休閒、資訊提供、法律諮詢、關懷訪視,其他、身心障礙,http://www.eden.org.tw,eden0861u@mail.eden.org.tw,04-22328222,台中市,李思源
財團法人伊甸社會福利基金會附設台北縣三峽身心障礙福利服務中心,在宅服務、居家照顧,其他,,eden1437k@mail.eden.org.tw,26741778,新北市,陳月明
財團法人伊甸社會福利基金會高雄市事務所(屏南服務中心),在宅服務、居家照顧、經濟扶助、權益倡導、早期療育、專業訓練、輔具服務、親職教育,兒童、身心障礙,http://www.eden.org.tw,dep151@eden.org.tw,08-8310085,屏東縣,余美滿
財團法人伊甸社會福利基金會高雄市事務所美門服務中心,職業訓練、就業輔導、權益倡導、專業訓練、資訊提供,身心障礙,http://www.eden.org.tw,elsafann@pchome.com.tw,07-7636963,高雄市,范文昇
財團法人伊甸社會福利基金會高雄市事務所高雄縣職業重建中心,職業訓練、就業輔導、醫療協助、社會教育、推廣教育、權益倡導、志願服務、康樂休閒,身心障礙,http://www.eden.org.tw,eden2004r@mail.eden.org.tw,07-7636963,高雄市,孫郁芳
財團法人光寶文教基金會,輔導諮商、自殺防治,青少年,https://www.unitedway.org.tw/Liteoncf%40liteon.com,lisanshu_77@yahoo.com.tw,87982888-6075,台北市,徐建潁
財團法人光鹽文教基金會,,,https://www.unitedway.org.tw/%E7%84%A1,elimchild@gmail.com,06-2381010,台南市,張文文
財團法人全成社會福利基金會,職業訓練、日間照顧、在宅服務、居家照顧、經濟扶助、志願服務、問安服務、法律諮詢,社區居民、老人、婦女、身心障礙,http://www.homeservice.org.tw,l9317@yahoo.com.tw,04-22491210,台中市,李仁順
財團法人切膚之愛社會福利慈善事業基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、到宅服務、志工培訓、管理、其他,其他、疾病患者、社區居民、原住民、青少年,http://www.sgwlf.artcom.tw/ap/index.aspx,392280@cch.org.tw,04-7285420,彰化縣,許雅婷
財團法人利伯他茲教育基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、就業服務、諮詢服務和轉介,藥酒毒癮者、受刑人、家庭、青少年,http://www.libertas.org.tw/,libertas48@gmail.com,02-29363201,台北市,周涵君
財團法人勵馨社會福利事業基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、寄養、收出養服務、休閒/體育及文化活動、社會網絡與倡導,其他、婦女、青少年、兒童,http://www.goh.org.tw/main.asp,goh1088@goh.org.tw,02-89115595分機105,新北市,郭詩萍
財團法人勵馨社會福利事業基金會台中站,生活層面之支持與重建、性別及婚姻輔導、住宿式照顧、休閒/體育及文化活動、諮詢服務,家庭、婦女、青少年,http://www.goh.org.tw,yehmeiling0910@yahoo.com.tw,04-2223-9595,台中市,蕭怡頻
財團法人勵馨社會福利事業基金會少年服務部,權益倡導、輔導諮商、自殺防治、專業訓練、資訊提供、法律諮詢,組織專業、家庭、青少年,http://www.goh.org.tw,stella549.tw@yahoo.com.tw,02-2367-9595,台北市,曹宜蓁
財團法人勵馨社會福利事業基金會屏東站,就業輔導、權益倡導、志願服務、資訊提供、宣導防治、關懷訪視,家庭、青少年、兒童,http://www.goh.org.tw,pinggoh@mail.ebtnet.net,08-7369099,屏東縣,陳秀靜
財團法人勵馨社會福利事業基金會附設台北市私立基督教佳音學舍,醫療協助、社會教育、推廣教育、收容安置、緊急庇護,青少年,http://www.goh.org.tw,iknowch@yahoo.com.tw,02-2367-9595,台北市,汪霖恩
財團法人勵馨社會福利事業基金會高雄站,社會教育、推廣教育、輔導諮商、自殺防治、志願服務、專業訓練、親職教育、康樂休閒、資訊提供、法律諮詢、宣導防治、關懷訪視、其他,組織專業、家庭、青少年、兒童,http://www.goh.org.tw,goh.ks@msa.hinet.net,07-2417575,高雄市,陳源
財團法人十方啟智文教基金會附設十方啟能中心,日間照顧、生活層面之支持與重建、教育輔導、職前準備及訓練、照顧者支持與訓練,身心障礙,http://www.sfang.org.tw,sfang.sfang@msa.hinet.net,04-22393008,台中市,墜妤希
財團法人千禧龍青年基金會,專業訓練、心理層面之支持、重建、諮商、教育輔導、志工培訓、管理、職前準備及訓練,社區居民、原住民、青少年、兒童,http://www.nyvc.org.tw,nyvc@seed.net.tw,04-92247949,南投縣,陳亭蓉
財團法人南投縣私立傑瑞社會福利基金會,收容安置、日間照顧、安養服務、專業訓練,遊民、老人,http://www.jerry.org.tw,jerry.org@msa.hinet.net,049-2230990轉131,南投縣,林美雪
財團法人南投縣私立傑瑞社會福利基金會附設南投縣私立傑瑞老人安養中心,醫療協助、收容安置、安養服務、志願服務、緊急庇護,遊民、老人、身心障礙,http://www.jerry.org.tw,jerry.org@msa.hinet.net,049-2230990,南投縣,紀錞
財團法人南投縣私立南投仁愛之家,生活層面之支持與重建、心理層面之支持、重建、諮商、住宿式照顧、社會宣導、其他,其他、受刑人、遊民、社區居民、家庭、老人、青少年、兒童、身心障礙,https://www.unitedway.org.tw/water0695%40yahoo.com.tw,water0695@yahoo.com.tw,04-92224834分機14,南投縣,陳建華
財團法人南投縣私立德安啟智教養院,臨時及短期照顧-身障者、住宿服務,遊民、身心障礙,http://www.dann.org.tw,dann.nantou@gmail.com,04-92247112,南投縣,王怡嵐
財團法人南投縣私立炫寬愛心教養家園,醫療協助、收容安置,身心障礙,http://www.sweethome.org.tw/,wanjean93@yahoo.com.tw,49-2901969,南投縣,賴琬仍
財團法人南方文教基金會,社會教育、推廣教育,青少年,,thesouth800@yahoo.com.tw,07-226-1356,高雄市,葉淑欣
財團法人博幼社會福利基金會,教育輔導、其他,家庭、青少年、兒童,http://www.boyo.org.tw,bo.yo@ecp.boyo.org.tw,04-92915055分機104,南投縣,施語珈
財團法人台中市慈善寺文教基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、休閒/體育及文化活動、志工培訓、管理,受刑人、社區居民、家庭、老人、兒童,http://guanying.myweb.hinet.net/,guanying@ms16.hinet.net,04-22337182,台中市,
財團法人台中市私立康善社會福利慈善事業基金會,其他,社區居民、兒童,http://www.cancer-nono.org.tw,cancerservice@gmail.com,04-23581150,台中市,閻靜玉
財團法人台中市私立張秀菊社會福利慈善事業基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、就業服務、職前準備及訓練,青少年,http://www.tccsj.org.tw/,sunshinekid1214@tccsj.org.tw,04-24220089,台中市,葉而珊
財團法人台中市私立普濟社會福利慈善事業基金會,臨時托育服務-非身障者、臨時及短期照顧-身障者、家屬或照顧者支持與訓練、住宿式照顧、社區居住/照顧,疾病患者、勞工、社區居民、家庭、老人、婦女,http://www.puji.org.tw,puji26328527@gmail.com,-04-26522346,台中市,謝瓊惠
財團法人台中市私立甘霖社會福利慈善事業基金會,日間照顧、社區居住/照顧、志工培訓、管理、照顧者支持與訓練、其他,社區居民、家庭、老人、兒童、身心障礙,https://www.unitedway.org.tw/www/glsf.org.tw,glsf.family@msa.hinet.net,04-22270799,台中市,林裕東
財團法人台中市私立真愛社會福利慈善事業基金會,,,,natsume0926@gmail.com,04-22382522分機13,台中市,董品孜
財團法人台中市私立群園社會福利基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、教育輔導、休閒/體育及文化活動、志工培訓、管理,社區居民、組織專業、家庭、青少年,http://www.chionyuan.org.tw,chionyuan100@gmail.com,04-22207989,台中市,曾旭稜
財團法人台中市私立長生老人長期照護中心,醫療協助、收容安置、日間照顧、安養服務、在宅服務、居家照顧、志願服務、專業訓練、緊急庇護、問安服務、宣導防治、關懷訪視、健康維護,疾病患者、遊民、社區居民、家庭、老人、身心障礙,http://www.trunson.org.tw,genhwei.lion@msa.hinet.net,,台中市,李泰花
財團法人台中市私立龍眼林社會福利慈善事業基金會,臨時及短期照顧-身障者、社區居住/照顧、其他,遊民、家庭、老人、青少年、兒童、身心障礙,http://www.lon.org.tw/,mail.lon@msa.hinet.net,04-24511055分機218,台中市,郭素妃
財團法人台中縣私立弘毓社會福利慈善事業基金會,生活層面之支持與重建、心理層面之支持、重建、諮商、志工培訓、管理、性別及婚姻支持服務、諮詢服務和轉介,家庭、婦女、兒童,http://www.hongyu.org.tw,eicddc.manager@msa.hinet.net,04-26365175,台中市,梁斐芸
